,match_id,blue_team_name,red_team_name,result,duration,duration_in_sec,date,blue_top_name,blue_top_champion,blue_top_kills,blue_top_deaths,blue_top_assists,blue_top_kda,blue_top_cs,blue_top_gd_at_15,blue_jg_name,blue_jg_champion,blue_jg_kills,blue_jg_deaths,blue_jg_assists,blue_jg_kda,blue_jg_cs,blue_jg_gd_at_15,blue_mid_name,blue_mid_champion,blue_mid_kills,blue_mid_deaths,blue_mid_assists,blue_mid_kda,blue_mid_cs,blue_mid_gd_at_15,blue_bot_name,blue_bot_champion,blue_bot_kills,blue_bot_deaths,blue_bot_assists,blue_bot_kda,blue_bot_cs,blue_bot_gd_at_15,blue_sup_name,blue_sup_champion,blue_sup_kills,blue_sup_deaths,blue_sup_assists,blue_sup_kda,blue_sup_cs,blue_sup_gd_at_15,red_top_name,red_top_champion,red_top_kills,red_top_deaths,red_top_assists,red_top_kda,red_top_cs,red_top_gd_at_15,red_jg_name,red_jg_champion,red_jg_kills,red_jg_deaths,red_jg_assists,red_jg_kda,red_jg_cs,red_jg_gd_at_15,red_mid_name,red_mid_champion,red_mid_kills,red_mid_deaths,red_mid_assists,red_mid_kda,red_mid_cs,red_mid_gd_at_15,red_bot_name,red_bot_champion,red_bot_kills,red_bot_deaths,red_bot_assists,red_bot_kda,red_bot_cs,red_bot_gd_at_15,red_sup_name,red_sup_champion,red_sup_kills,red_sup_deaths,red_sup_assists,red_sup_kda,red_sup_cs,red_sup_gd_at_15,timeline
10,31251,Istanbul Wildcats,MAD Lions,RED,37:49,2269,2021-05-07,StarScreen,Nocturne,2,5,9,2.2,286,351,Ferret,Udyr,4,4,7,2.75,188,-728,Serin,Ryze,3,4,8,2.75,329,-517,Holyphoenix,Tristana,8,3,8,5.333333333,394,-564,Farfetch,Leona,1,10,7,0.8,34,-303,Armut,Wukong,4,3,12,5.333333333,259,-351,Elyoya,Volibear,8,4,11,4.75,187,728,Humanoid,Viktor,4,4,14,4.5,278,517,Carzzy,Kai,9,3,11,6.666666667,360,564,Kaiser,Nautilus,1,4,19,5,34,303,3:40 First blood by RED \ 6:02 Cloud Drake by BLUE \ 9:38 Rift Herald by RED \ 11:47 Mountain Drake by RED \ 15:25 First Tower by RED \ 17:32 Infernal Drake by BLUE \ 19:11 Rift Herald by RED \ 22:37 Nashor by RED \ 23:02 Infernal Drake by RED \ 28:08 Infernal Drake by RED \ 29:42 Nashor by RED \ 33:12 Infernal Drake by BLUE \ 35:58 Nashor by RED \ 
11,31252,paiN Gaming,PSG Talon,RED,25:06,1506,2021-05-07,Robo,Karma,0,3,2,0.666666667,186,-176,Cariok,Hecarim,2,4,0,0.5,125,-1373,Tinowns,Ryze,0,3,1,0.333333333,253,-455,brTT,Tristana,0,5,0,0,203,-1868,Luci,Rell,0,5,1,0.2,40,-418,Hanabi,Gnar,2,1,8,10,206,176,River,Rumble,6,1,4,10,177,1373,Maple,Lucian,5,0,6,9999,244,455,Doggo,Kai,7,0,3,9999,261,1868,Kaiwing,Leona,0,0,12,9999,33,418,3:36 First blood by BLUE \ 6:54 Infernal Drake by RED \ 10:08 Rift Herald by RED \ 12:15 Ocean Drake by RED \ 14:54 First Tower by RED \ 16:50 Rift Herald by RED \ 17:38 Mountain Drake by RED \ 23:14 Mountain Drake by RED \ 23:37 Nashor by RED \ 
12,31253,Royal Never Give Up,Unicorns Of Love,BLUE,25:01,1501,2021-05-08,xiaohu,Lee Sin,5,1,10,15,221,2882,Wei,Rumble,9,0,10,9999,163,1353,Cryin,Orianna,1,4,11,3,189,665,GALA,Kalista,5,1,10,15,256,1869,Ming,Nautilus,4,1,12,16,43,1647,BOSS,Nocturne,1,7,2,0.428571429,181,-2882,AHaHaCiK,Nidalee,2,4,3,1.25,151,-1353,Nomanz,Kassadin,2,2,1,1.5,244,-665,Lodik,Varus,1,2,2,1.5,188,-1869,SaNTaS,Leona,1,9,3,0.444444444,33,-1647,3:24 First blood by BLUE \ 10:31 Rift Herald by BLUE \ 12:24 Infernal Drake by BLUE \ 12:47 First Tower by BLUE \ 16:51 Rift Herald by BLUE \ 17:51 Ocean Drake by BLUE \ 20:22 Nashor by BLUE \ 23:00 Cloud Drake by BLUE \ 
13,31254,Unicorns Of Love,Pentanet.GG,RED,31:36,1896,2021-05-08,BOSS,Jayce,1,2,2,1.5,290,1403,AHaHaCiK,Udyr,1,3,2,1,189,373,Nomanz,Viktor,1,4,0,0.25,277,-275,Lodik,Kai,0,2,1,0.5,292,-678,SaNTaS,Galio,1,4,1,0.5,40,360,BioPanther,Gnar,0,2,9,4.5,229,-1403,Pabu,Morgana,2,0,13,9999,217,-373,Chazz,Lee Sin,3,1,8,11,274,275,Praedyth,Samira,9,0,4,9999,270,678,Decoy,Rakan,1,1,13,14,40,-360,5:37 First blood by BLUE \ 6:54 Infernal Drake by BLUE \ 9:01 Rift Herald by BLUE \ 9:50 First Tower by BLUE \ 12:23 Mountain Drake by RED \ 15:37 Rift Herald by RED \ 17:35 Ocean Drake by RED \ 23:09 Ocean Drake by BLUE \ 23:10 Nashor by RED \ 28:26 Ocean Drake by RED \ 
14,31255,DWG KIA,Detonation FocusMe,BLUE,39:04,2344,2021-05-08,Khan,Gangplank,5,6,8,2.166666667,300,-728,Canyon,Morgana,1,2,12,6.5,242,-544,ShowMaker,Viktor,1,1,10,11,371,344,Ghost,Xayah,8,1,2,10,384,489,BeryL,Alistar,0,3,13,4.333333333,37,351,Evi,Urgot,5,3,5,3.333333333,268,728,Steal,Udyr,3,2,5,4,247,544,Aria,Zoe,3,2,2,2.5,290,-344,Yutapon,Tristana,2,2,4,3,381,-489,Kazu,Rell,0,6,5,0.833333333,37,-351,3:32 First blood by RED \ 6:38 Ocean Drake by RED \ 9:07 Rift Herald by BLUE \ 13:16 Infernal Drake by RED \ 15:58 First Tower by BLUE \ 16:43 Rift Herald by RED \ 18:53 Cloud Drake by RED \ 21:59 Nashor by RED \ 24:02 Cloud Drake by BLUE \ 29:23 Cloud Drake by BLUE \ 29:30 Nashor by RED \ 34:29 Cloud Drake by RED \ 36:42 Nashor by RED \ 
15,31256,Cloud9,Infinity eSports,BLUE,33:40,2020,2021-05-08,Fudge,Renekton,1,3,2,1,295,-680,Blaber,Morgana,1,0,6,9999,244,-512,Perkz,Tristana,7,0,2,9999,339,911,Zven,Jinx,2,0,5,9999,319,-265,Vulcan,Thresh,0,2,7,3.5,39,-189,Buggax,Gangplank,1,3,3,1.333333333,302,680,SolidSnake,Udyr,2,1,3,5,190,512,cody,Viktor,0,2,2,1,251,-911,Whitelotus,Kai,2,1,2,4,313,265,Ackerman,Rell,0,4,4,1,38,189,3:52 First blood by RED \ 9:40 Rift Herald by RED \ 9:58 Mountain Drake by BLUE \ 14:23 First Tower by BLUE \ 15:35 Infernal Drake by BLUE \ 16:32 Rift Herald by BLUE \ 21:07 Ocean Drake by BLUE \ 26:39 Ocean Drake by BLUE \ 27:32 Nashor by BLUE \ 32:59 Elder Drake by BLUE \ 
16,31257,MAD Lions,paiN Gaming,BLUE,38:56,2336,2021-05-08,Armut,Lee Sin,6,2,10,8,308,929,Elyoya,Morgana,3,3,8,3.666666667,227,-18,Humanoid,Kog,1,2,9,5,335,-220,Carzzy,Aphelios,10,1,0,10,372,983,Kaiser,Thresh,0,2,13,6.5,34,244,Robo,Camille,2,9,2,0.444444444,296,-929,Cariok,Olaf,2,5,2,0.8,212,18,Tinowns,Zoe,2,1,6,8,304,220,brTT,Jinx,3,2,4,3.5,343,-983,Luci,Tahm Kench,1,3,6,2.333333333,46,-244,4:00 First blood by BLUE \ 5:39 Infernal Drake by BLUE \ 8:32 Rift Herald by BLUE \ 10:19 First Tower by BLUE \ 11:05 Mountain Drake by RED \ 15:31 Rift Herald by BLUE \ 16:38 Ocean Drake by RED \ 21:56 Ocean Drake by BLUE \ 27:30 Nashor by RED \ 28:00 Ocean Drake by RED \ 33:10 Ocean Drake by BLUE \ 
17,31258,PSG Talon,Istanbul Wildcats,BLUE,28:05,1685,2021-05-08,Hanabi,Renekton,3,1,6,9,241,1673,River,Rumble,5,0,14,9999,188,760,Maple,Sylas,9,1,5,14,249,671,Doggo,Aphelios,5,3,9,4.666666667,276,1874,Kaiwing,Thresh,0,1,14,14,31,511,StarScreen,Gangplank,0,5,5,1,188,-1673,Ferret,Morgana,1,4,3,1,181,-760,Serin,Yone,3,3,1,1.333333333,256,-671,Holyphoenix,Kai,1,4,2,0.75,246,-1874,Farfetch,Nautilus,1,6,4,0.833333333,34,-511,4:26 First blood by BLUE \ 5:42 Mountain Drake by RED \ 8:29 Rift Herald by BLUE \ 11:29 First Tower by BLUE \ 12:28 Infernal Drake by BLUE \ 14:52 Rift Herald by BLUE \ 17:58 Cloud Drake by BLUE \ 22:40 Nashor by BLUE \ 23:37 Cloud Drake by BLUE \ 
18,31263,Unicorns Of Love,Royal Never Give Up,RED,28:30,1710,2021-05-09,BOSS,Nocturne,3,3,8,3.666666667,197,-1805,AHaHaCiK,Rumble,1,7,6,1,162,-1475,Nomanz,Viktor,7,5,7,2.8,214,-674,Lodik,Xayah,4,2,6,5,228,-234,SaNTaS,Alistar,0,6,9,1.5,28,-803,xiaohu,Renekton,2,2,7,4.5,288,1805,Wei,Morgana,3,4,13,4,197,1475,Cryin,Sylas,11,3,8,6.333333333,210,674,GALA,Kai,6,2,5,5.5,287,234,Ming,Leona,1,4,16,4.25,43,803,2:51 First blood by RED \ 5:58 Infernal Drake by RED \ 8:30 Rift Herald by RED \ 13:05 Mountain Drake by BLUE \ 14:16 First Tower by RED \ 16:31 Rift Herald by RED \ 18:20 Ocean Drake by RED \ 21:25 Nashor by RED \ 23:54 Ocean Drake by RED \ 
19,31264,Unicorns Of Love,Pentanet.GG,BLUE,23:52,1432,2021-05-09,BOSS,Urgot,6,1,2,8,185,-198,AHaHaCiK,Nidalee,3,1,8,11,142,664,Nomanz,Orianna,1,0,9,9999,235,230,Lodik,Tristana,2,0,5,9999,166,220,SaNTaS,Alistar,1,1,7,8,30,296,BioPanther,Renekton,2,3,0,0.666666667,203,198,Pabu,Graves,0,4,0,0,157,-664,Chazz,Ahri,0,2,2,1,203,-230,Praedyth,Kai,0,2,0,0,216,-220,Decoy,Nautilus,1,2,0,0.5,27,-296,3:10 First blood by BLUE \ 8:24 Rift Herald by BLUE \ 9:06 Cloud Drake by RED \ 14:34 First Tower by BLUE \ 14:35 Mountain Drake by RED \ 15:50 Rift Herald by BLUE \ 20:32 Ocean Drake by BLUE \ 21:15 Nashor by BLUE \ 
20,31265,Royal Never Give Up,Pentanet.GG,BLUE,31:34,1894,2021-05-09,xiaohu,Gnar,10,3,7,5.666666667,234,847,Wei,Volibear,3,6,12,2.5,165,-375,Cryin,Syndra,10,6,11,3.5,218,1929,GALA,Varus,9,2,13,11,276,3056,Ming,Leona,4,4,15,4.75,40,1864,BioPanther,Urgot,8,4,4,3,248,-847,Pabu,Nidalee,6,5,9,3,174,375,Chazz,Qiyana,4,10,5,0.9,164,-1929,Praedyth,Kai,3,6,9,2,222,-3056,Decoy,Nautilus,0,11,12,1.090909091,36,-1864,4:13 First blood by RED \ 8:33 Rift Herald by BLUE \ 10:32 Cloud Drake by RED \ 13:05 First Tower by BLUE \ 16:29 Infernal Drake by BLUE \ 18:31 Rift Herald by BLUE \ 22:42 Nashor by RED \ 23:20 Ocean Drake by BLUE \ 28:25 Ocean Drake by RED \ 
21,31266,Royal Never Give Up,Unicorns Of Love,BLUE,19:38,1178,2021-05-09,xiaohu,Lucian,2,2,6,4,156,1441,Wei,Rumble,7,0,11,9999,143,2140,Cryin,Ryze,4,1,7,11,159,877,GALA,Kalista,6,0,3,9999,225,3350,Ming,Nautilus,0,0,7,9999,26,181,BOSS,Gnar,0,3,3,1,139,-1441,AHaHaCiK,Nidalee,1,5,2,0.6,123,-2140,Nomanz,Orianna,1,4,1,0.5,169,-877,Lodik,Varus,0,3,1,0.333333333,142,-3350,SaNTaS,Alistar,1,4,0,0.25,35,-181,4:57 First blood by BLUE \ 6:23 Infernal Drake by BLUE \ 9:22 Rift Herald by BLUE \ 11:51 First Tower by BLUE \ 12:01 Cloud Drake by BLUE \ 15:44 Rift Herald by BLUE \ 17:22 Mountain Drake by BLUE \ 
22,31267,Pentanet.GG,Unicorns Of Love,BLUE,29:46,1786,2021-05-09,BioPanther,Sett,3,0,12,9999,264,360,Pabu,Nidalee,8,1,9,17,209,-50,Chazz,Zed,6,1,10,16,262,83,Praedyth,Samira,6,3,8,4.666666667,236,1298,Decoy,Galio,0,0,18,9999,41,306,BOSS,Nocturne,2,5,3,1,220,-360,AHaHaCiK,Lee Sin,1,5,3,0.8,177,50,Nomanz,Vladimir,2,5,2,0.8,214,-83,Lodik,Kai,0,4,2,0.5,222,-1298,SaNTaS,Nautilus,0,4,2,0.5,40,-306,6:58 First blood by BLUE \ 7:35 Infernal Drake by BLUE \ 8:39 Rift Herald by RED \ 13:01 Mountain Drake by BLUE \ 15:06 First Tower by BLUE \ 15:30 Rift Herald by BLUE \ 18:56 Ocean Drake by BLUE \ 25:14 Ocean Drake by BLUE \ 26:49 Nashor by BLUE \ 
23,31268,Pentanet.GG,Royal Never Give Up,RED,22:36,1356,2021-05-09,BioPanther,Urgot,3,4,0,0.75,199,-323,Pabu,Rumble,1,5,2,0.6,123,-826,Chazz,Orianna,2,4,4,1.5,192,-2057,Praedyth,Vayne,1,4,3,1,117,-1807,Decoy,Alistar,1,5,4,1,31,-230,Xiaobai,Gnar,2,0,8,9999,173,323,Wei,Udyr,3,3,11,4.666666667,133,826,xiaohu,Ryze,13,0,3,9999,215,2057,GALA,Kai,4,2,11,7.5,189,1807,Ming,Nautilus,0,3,11,3.666666667,41,230,4:34 First blood by RED \ 7:03 Mountain Drake by RED \ 10:11 Rift Herald by RED \ 12:20 Cloud Drake by RED \ 13:04 First Tower by RED \ 16:35 Rift Herald by RED \ 17:51 Ocean Drake by RED \ 
24,31281,Unicorns Of Love,Pentanet.GG,RED,27:52,1672,2021-05-09,BOSS,Gnar,3,3,1,1.333333333,189,225,AHaHaCiK,Kha,0,5,3,0.6,166,-217,Nomanz,Viktor,4,4,4,2,252,757,Lodik,Kai,2,5,3,1,238,-1498,SaNTaS,Alistar,1,4,7,2,45,-257,BioPanther,Jayce,4,2,8,6,201,-225,Pabu,Karthus,5,1,9,14,190,217,Chazz,Lee Sin,1,3,12,4.333333333,231,-757,Praedyth,Xayah,9,2,5,7,278,1498,Decoy,Nautilus,2,2,14,8,29,257,5:56 First blood by BLUE \ 10:26 Rift Herald by BLUE \ 11:06 Mountain Drake by RED \ 14:53 First Tower by RED \ 16:22 Ocean Drake by RED \ 16:54 Rift Herald by BLUE \ 20:31 Nashor by RED \ 21:32 Infernal Drake by RED \ 26:53 Infernal Drake by RED \ 
25,31269,MAD Lions,Istanbul Wildcats,RED,30:23,1823,2021-05-10,Armut,Lee Sin,6,3,3,3,256,-128,Elyoya,Olaf,3,3,4,2.333333333,185,1458,Humanoid,Zoe,3,4,4,1.75,266,-416,Carzzy,Tristana,0,2,4,2,319,-777,Kaiser,Nautilus,0,4,3,0.75,28,-99,StarScreen,Urgot,3,4,7,2.5,261,128,Ferret,Volibear,3,4,6,2.25,149,-1458,Serin,Orianna,2,1,12,14,275,416,Holyphoenix,Kai,7,0,6,9999,305,777,Farfetch,Leona,1,3,8,3,33,99,4:46 First blood by RED \ 7:05 Cloud Drake by BLUE \ 9:22 Rift Herald by BLUE \ 12:25 Mountain Drake by BLUE \ 15:50 First Tower by BLUE \ 16:06 Rift Herald by RED \ 18:17 Ocean Drake by BLUE \ 23:12 Nashor by RED \ 23:35 Ocean Drake by RED \ 28:43 Ocean Drake by RED \ 
26,31270,PSG Talon,paiN Gaming,BLUE,32:03,1923,2021-05-10,Hanabi,Jayce,4,2,6,5,283,-439,River,Udyr,0,1,13,13,154,-759,Maple,Zoe,7,0,6,9999,236,289,Doggo,Aphelios,4,0,6,9999,320,300,Kaiwing,Thresh,2,0,10,9999,35,639,Robo,Gnar,1,4,1,0.5,264,439,Cariok,Lillia,1,2,1,1,194,759,Tinowns,LeBlanc,1,3,0,0.333333333,244,-289,brTT,Kai,0,3,0,0,285,-300,Luci,Nautilus,0,5,0,0,44,-639,6:12 First blood by BLUE \ 7:51 Infernal Drake by RED \ 9:57 Rift Herald by RED \ 12:14 First Tower by RED \ 13:08 Cloud Drake by RED \ 16:22 Rift Herald by RED \ 18:31 Ocean Drake by RED \ 24:34 Nashor by BLUE \ 25:02 Ocean Drake by BLUE \ 30:09 Ocean Drake by BLUE \ 
27,31271,Istanbul Wildcats,PSG Talon,RED,33:29,2009,2021-05-10,StarScreen,Gnar,0,4,6,1.5,211,-82,Ferret,Olaf,1,5,6,1.4,182,-262,Serin,Orianna,2,3,8,3.333333333,246,294,Holyphoenix,Kai,8,3,2,3.333333333,314,-2025,Farfetch,Nautilus,0,7,4,0.571428571,31,-280,Hanabi,Jayce,2,2,9,5.5,266,82,River,Volibear,4,2,14,9,138,262,Maple,Azir,5,4,13,4.5,268,-294,Doggo,Tristana,10,1,10,20,366,2025,Kaiwing,Leona,1,2,17,9,35,280,2:08 First blood by RED \ 6:44 Ocean Drake by RED \ 10:11 Rift Herald by RED \ 12:00 First Tower by RED \ 12:24 Mountain Drake by RED \ 17:40 Rift Herald by BLUE \ 17:40 Cloud Drake by RED \ 23:04 Cloud Drake by RED \ 25:59 Nashor by RED \ 29:23 Elder Drake by BLUE \ 
28,31272,paiN Gaming,MAD Lions,RED,31:12,1872,2021-05-10,Robo,Renekton,3,4,0,0.75,266,2240,Cariok,Morgana,0,3,3,1,173,12,Tinowns,Syndra,0,2,1,0.5,262,-807,brTT,Jhin,2,2,0,1,279,-174,Luci,Alistar,0,6,2,0.333333333,39,-182,Armut,Gnar,1,2,7,4,273,-2240,Elyoya,Rumble,4,0,8,9999,220,-12,Humanoid,Lucian,10,1,3,13,338,807,Carzzy,Varus,2,1,8,10,280,174,Kaiser,Tahm Kench,0,1,11,11,30,182,1:46 First blood by BLUE \ 9:27 Rift Herald by BLUE \ 10:51 Mountain Drake by RED \ 11:55 First Tower by BLUE \ 15:51 Rift Herald by BLUE \ 16:08 Ocean Drake by RED \ 21:20 Infernal Drake by BLUE \ 27:00 Nashor by RED \ 27:59 Infernal Drake by RED \ 
29,31273,paiN Gaming,Istanbul Wildcats,BLUE,28:49,1729,2021-05-10,Robo,Sett,5,2,9,7,229,1189,Cariok,Udyr,6,2,13,9.5,182,1627,Tinowns,Zoe,5,2,11,8,196,650,brTT,Jinx,10,6,10,3.333333333,262,-992,Luci,Thresh,1,6,15,2.666666667,28,-763,StarScreen,Renekton,3,7,5,1.142857143,187,-1189,Ferret,Volibear,2,5,3,1,133,-1627,Serin,Orianna,3,4,6,2.25,230,-650,Holyphoenix,Kalista,9,5,6,3,242,992,Farfetch,Blitzcrank,1,6,12,2.166666667,26,763,2:47 First blood by BLUE \ 6:43 Cloud Drake by BLUE \ 8:35 Rift Herald by BLUE \ 9:44 First Tower by BLUE \ 13:55 Ocean Drake by BLUE \ 17:32 Rift Herald by RED \ 19:22 Infernal Drake by BLUE \ 22:57 Nashor by BLUE \ 25:03 Infernal Drake by BLUE \ 
30,31274,PSG Talon,MAD Lions,RED,34:02,2042,2021-05-10,Hanabi,Sion,2,3,0,0.666666667,243,112,River,Rumble,0,4,3,0.75,167,-208,Maple,Syndra,2,3,2,1.333333333,276,-430,Doggo,Tristana,2,1,0,2,357,763,Kaiwing,Leona,0,7,3,0.428571429,38,-761,Armut,Jayce,2,1,9,11,293,-112,Elyoya,Morgana,2,2,11,6.5,220,208,Humanoid,Lucian,0,3,9,3,357,430,Carzzy,Kai,11,1,5,16,307,-763,Kaiser,Nautilus,3,2,10,6.5,29,761,5:37 First blood by BLUE \ 8:29 Rift Herald by BLUE \ 8:54 Infernal Drake by RED \ 14:16 Ocean Drake by RED \ 14:52 First Tower by BLUE \ 15:35 Rift Herald by BLUE \ 19:27 Mountain Drake by RED \ 25:01 Mountain Drake by BLUE \ 27:33 Nashor by RED \ 30:11 Mountain Drake by RED \ 
31,31275,Cloud9,DWG KIA,BLUE,44:30,2670,2021-05-11,Fudge,Lee Sin,10,3,6,5.333333333,337,-302,Blaber,Udyr,2,3,13,5,236,-616,Perkz,Viktor,7,4,13,5,366,190,Zven,Tristana,3,3,11,4.666666667,447,282,Vulcan,Alistar,2,5,14,3.2,32,138,Khan,Jayce,7,5,5,2.4,371,302,Canyon,Rumble,4,5,8,2.4,284,616,ShowMaker,Sylas,3,6,9,2,343,-190,Ghost,Kai,4,2,10,7,437,-282,BeryL,Nautilus,0,6,12,2,57,-138,4:04 First blood by RED \ 8:42 Rift Herald by RED \ 9:10 Ocean Drake by BLUE \ 15:03 Rift Herald by BLUE \ 15:40 Cloud Drake by RED \ 15:49 First Tower by RED \ 20:52 Mountain Drake by BLUE \ 26:06 Mountain Drake by RED \ 29:43 Nashor by RED \ 31:22 Mountain Drake by BLUE \ 36:38 Mountain Drake by RED \ 37:27 Nashor by BLUE \ 41:44 Mountain Drake by BLUE \ 
32,31276,Detonation FocusMe,Infinity eSports,BLUE,26:46,1606,2021-05-11,Evi,Gnar,11,2,4,7.5,212,958,Steal,Udyr,3,2,10,6.5,166,928,Aria,LeBlanc,2,0,9,9999,225,321,Yutapon,Tristana,3,1,6,9,277,265,Kazu,Alistar,0,1,13,13,38,248,Buggax,Lee Sin,3,5,2,1,221,-958,SolidSnake,Volibear,2,3,4,2,140,-928,cody,Syndra,1,5,3,0.8,216,-321,Whitelotus,Kai,0,3,2,0.666666667,280,-265,Ackerman,Nautilus,0,3,3,1,33,-248,6:07 First blood by BLUE \ 9:26 Rift Herald by BLUE \ 10:31 First Tower by BLUE \ 11:29 Infernal Drake by RED \ 16:25 Rift Herald by BLUE \ 16:52 Cloud Drake by RED \ 22:18 Mountain Drake by BLUE \ 24:26 Nashor by BLUE \ 
33,31277,DWG KIA,Infinity eSports,BLUE,36:58,2218,2021-05-11,Khan,Gnar,5,1,9,14,334,522,Canyon,Udyr,1,2,8,4.5,258,466,ShowMaker,Orianna,5,0,7,9999,372,1140,Ghost,Kai,4,2,5,4.5,359,-222,BeryL,Rell,2,4,6,2,48,175,Buggax,Jayce,1,6,4,0.833333333,304,-522,SolidSnake,Rumble,3,5,4,1.4,197,-466,cody,Zoe,2,2,1,1.5,281,-1140,Whitelotus,Tristana,2,2,3,2.5,374,222,Ackerman,Nautilus,1,2,4,2.5,39,-175,5:41 First blood by BLUE \ 8:57 Rift Herald by BLUE \ 13:21 Ocean Drake by BLUE \ 15:30 Rift Herald by RED \ 15:49 First Tower by BLUE \ 18:45 Infernal Drake by BLUE \ 24:08 Mountain Drake by BLUE \ 25:25 Nashor by RED \ 29:25 Mountain Drake by RED \ 32:43 Nashor by BLUE \ 35:15 Mountain Drake by BLUE \ 
34,31278,Cloud9,Detonation FocusMe,BLUE,31:00,1860,2021-05-11,Fudge,Sion,0,2,12,6,232,97,Blaber,Morgana,4,2,5,4.5,229,754,Perkz,Yone,5,2,4,4.5,338,0,Zven,Kai,6,0,1,9999,336,-216,Vulcan,Nautilus,0,0,8,9999,43,322,Evi,Sett,1,5,3,0.8,193,-97,Steal,Rumble,2,4,4,1.5,159,-754,Aria,Zoe,2,1,2,4,310,0,Yutapon,Tristana,1,1,0,1,319,216,Kazu,Alistar,0,4,0,0,32,-322,2:16 First blood by RED \ 7:57 Infernal Drake by BLUE \ 9:40 Rift Herald by BLUE \ 13:37 Cloud Drake by BLUE \ 16:31 Rift Herald by BLUE \ 17:02 First Tower by BLUE \ 19:00 Mountain Drake by BLUE \ 24:13 Mountain Drake by BLUE \ 26:46 Nashor by BLUE \ 
35,31279,Detonation FocusMe,DWG KIA,RED,28:37,1717,2021-05-11,Evi,Nocturne,4,3,2,2,238,218,Steal,Udyr,4,3,6,3.333333333,181,400,Aria,Syndra,1,3,3,1.333333333,240,-237,Yutapon,Tristana,2,2,5,3.5,272,-759,Kazu,Sett,0,6,6,1,35,-383,Khan,Gnar,3,3,10,4.333333333,246,-218,Canyon,Diana,4,2,8,6,225,-400,ShowMaker,Yasuo,6,3,7,4.333333333,250,237,Ghost,Kai,4,1,8,12,271,759,BeryL,Nautilus,0,2,12,6,34,383,3:56 First blood by BLUE \ 7:34 Infernal Drake by BLUE \ 8:37 Rift Herald by BLUE \ 13:14 Cloud Drake by BLUE \ 14:58 First Tower by RED \ 15:03 Rift Herald by BLUE \ 18:23 Ocean Drake by RED \ 21:07 Nashor by RED \ 24:04 Ocean Drake by RED \ 27:24 Nashor by RED \ 
